,Region,State,Area,City,Consumer_profile,Product_category,Product_type,AC_1001_Issue,AC_1002_Issue,AC_1003_Issue,TV_2001_Issue,TV_2002_Issue,TV_2003_Issue,Claim_Value,Service_Centre,Product_Age,Purchased_from,Call_details,Purpose,Fraud
3811,South,Tamilnadu,Rural,Chennai,Personal,Entertainment,TV,0,0,0,0,1,1,5033,11,284,Dealer,30,Claim,0
3812,East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,0,1,1,0,0,0,50000,13,12,Manufacturer,1.5,Claim,1
3813,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,1,1,0,0,0,0,4000,15,79,Dealer,7,Claim,0
3814,South East,Odisha,Urban,Bhubaneswar,Business,Household,AC,1,1,0,0,0,0,4000,12,233,Dealer,6,Complaint,0
3815,North East,Uttar Pradesh,Urban,Lucknow,Personal,Entertainment,TV,0,0,0,0,0,0,0,10,340,Manufacturer,10,Claim,0
3816,South,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,2,0,5918,11,705,Dealer,9,Claim,0
3817,West,Maharshtra,Rural,Mumbai,Business,Household,AC,0,1,1,0,0,0,7000,14,961,Dealer,30,Claim,0
3818,North,Bihar,Rural,Purnea,Personal,Household,AC,1,1,0,0,0,0,12000,15,21,Internet,1,Complaint,0
3819,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000,10,257,Internet,25,Claim,0
3820,South West,Maharshtra,Urban,Mumbai,Business,Household,AC,0,0,0,0,0,0,12000,13,9,Internet,2.6,Complaint,0
3821,West,Gujarat,Urban,Ahmedabad,Personal,Household,AC,1,1,2,0,0,0,7755,13,550,Dealer,30,Claim,0
3822,South East,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,25000,12,12,Dealer,0.5,Complaint,0
3823,East,Maharshtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,0,0,15000,13,18,Dealer,1.5,Complaint,0
3824,South East,Maharshtra,Rural,Pune,Business,Entertainment,TV,0,0,0,0,0,0,50000,12,10,Manufacturer,1.6,Claim,0
3825,North,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,1,1,1,10000,15,18,Dealer,2.6,Claim,0
3826,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,2,0,0,5000,15,281,Manufacturer,4,Complaint,0
3827,North East,Tripura,Rural,Agartala,Personal,Household,AC,0,1,2,0,0,0,4024,12,721,Dealer,30,Complaint,0
3828,South East,Kerala,Rural,Kochi,Business,Household,AC,0,0,0,0,0,0,25000,12,16,Dealer,1.6,Complaint,0
3829,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,1,0,0,0,0,0,2000,15,356,Internet,13,Claim,0
3830,North West,Karnataka,Urban,Bangalore,Personal,Entertainment,TV,0,0,0,1,1,1,10000,14,9,Dealer,2.5,Claim,0
3831,North East,Kerala,Urban,Kochi,Personal,Household,AC,0,0,0,0,0,0,50000,15,5,Manufacturer,1.5,Other,0
3832,West,Maharshtra,Urban,Mumbai,Personal,Household,AC,2,0,0,0,0,0,5000,14,167,Manufacturer,9,Complaint,0
3833,North East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,0,1,1,4000,10,275,Dealer,11,Claim,0
3834,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000,10,288,Dealer,18,Claim,0
3835,East,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,1,2,50000,13,18,Manufacturer,0.5,Claim,0
3836,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,2,2,1,0,0,0,12000,15,233,Manufacturer,21,Claim,0
3837,West,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,1,1,1,10000,12,18,Dealer,1.4,Claim,0
3838,South,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,1,0,50000,10,14,Manufacturer,1.5,Claim,0
3839,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,1,1,1,6000,15,301,Manufacturer,3,Complaint,0
3840,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,1,1,1,6000,15,301,Manufacturer,3,Complaint,0
3841,North,Andhra Pradesh,Rural,Hyderabad,Personal,Household,AC,2,1,2,0,0,0,10000,15,12,Dealer,6.5,Claim,0
3842,East,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,2,50000,13,18,Manufacturer,0.5,Complaint,1
3843,North,Delhi,Rural,Delhi,Personal,Entertainment,TV,0,0,0,1,1,0,4674,13,333,Manufacturer,30,Claim,0
3844,North East,Tripura,Rural,Agartala,Personal,Household,AC,0,1,2,0,0,0,4024,12,721,Dealer,30,Complaint,0
3845,North East,Jharkhand,Rural,Ranchi,Personal,Entertainment,TV,0,0,0,0,0,0,25000,15,6,Dealer,1.3,Complaint,0
3846,East,Delhi,Urban,New Delhi,Personal,Entertainment,TV,0,0,0,1,1,1,25000,13,60,Dealer,1.3,Complaint,0
3847,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,1,1,0,0,0,10000,14,15,Dealer,2.6,Claim,0
3848,West,Maharshtra,Rural,Mumbai,Personal,Household,AC,1,0,1,0,0,0,3129,14,94,Dealer,19,Other,0
3849,North East,West Bengal,Urban,Kolkata,Personal,Household,AC,1,0,0,0,0,0,2000,10,21,Manufacturer,24,Claim,0
3850,South West,Kerala,Rural,Kochi,Business,Household,AC,0,2,0,0,0,0,20000,13,3,Manufacturer,6.5,Claim,0
3851,South West,Kerala,Rural,Kochi,Business,Household,AC,0,0,0,0,0,0,20000,13,3,Manufacturer,6.5,Claim,0
3852,South East,Odisha,Urban,Bhubaneswar,Business,Entertainment,TV,0,0,0,1,0,0,2000,12,274,Manufacturer,11,Claim,0
3853,North East,Assam,Urban,Guwhati,Personal,Entertainment,TV,0,0,0,1,2,0,3501,14,43,Dealer,30,Other,1
3854,North East,Delhi,Urban,New Delhi,Personal,Household,AC,1,1,0,0,0,0,25000,15,21,Dealer,2.4,Complaint,0
3855,South,Kerala,Urban,Kochi,Business,Entertainment,TV,0,0,0,0,0,0,15000,10,6,Manufacturer,1.5,Claim,0
3856,West,Rajasthan,Rural,Jaipur,Business,Household,AC,0,0,0,0,0,0,10000,12,10,Dealer,1,Claim,0
3857,South,Tamilnadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,0,0,0,0,15,213,Manufacturer,2,Complaint,0
3858,West,Gujarat,Rural,Ahmedabad,Personal,Household,AC,0,1,0,0,0,0,7153,14,444,Dealer,30,Other,0
3859,North East,West Bengal,Urban,Kolkata,Personal,Household,AC,1,0,0,0,0,0,2000,10,21,Manufacturer,24,Claim,0
3860,South,Kerala,Urban,Kochi,Business,Entertainment,TV,0,0,0,0,0,0,15000,10,6,Manufacturer,1.5,Claim,0
3861,South,Karnataka,Urban,Bangalore,Personal,Entertainment,TV,0,0,0,1,1,0,4000,15,61,Dealer,20,Complaint,0
3862,North East,Tripura,Urban,Agartala,Personal,Household,AC,0,1,1,0,0,0,2515,10,748,Manufacturer,30,Other,0
3863,North East,Tripura,Rural,Agartala,Personal,Household,AC,0,1,2,0,0,0,4024,12,721,Dealer,30,Complaint,0
3864,East,West Bengal,Rural,Kolkata,Personal,Entertainment,TV,0,0,0,1,1,1,6767,12,338,Internet,7,Other,0
3865,South,Tamilnadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,1,0,0,2000,15,39,Dealer,11,Claim,0
3866,North,Andhra Pradesh,Rural,Hyderabad,Personal,Household,AC,1,1,2,0,0,0,10000,15,12,Dealer,6.5,Claim,0
3867,South East,Maharshtra,Urban,Mumbai,Business,Household,AC,0,0,0,0,0,0,50000,12,6,Manufacturer,2.4,Claim,0
3868,South West,Goa,Urban,Panaji,Personal,Household,AC,0,2,0,0,0,0,4832,14,481,Internet,30,Complaint,0
3869,South,Tamilnadu,Rural,Chennai,Personal,Entertainment,TV,0,0,0,1,2,0,4097,13,23,Internet,30,Other,0
3870,South,Andhra Pradesh,Rural,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,25000,10,4,Dealer,0.5,Complaint,0
3871,South East,Kerala,Urban,Kochi,Business,Household,AC,1,2,0,0,0,0,15000,12,9,Dealer,0.5,Complaint,1
3872,South East,Delhi,Urban,New Delhi,Business,Entertainment,TV,0,0,0,1,1,1,25000,12,3,Dealer,1.5,Complaint,0
3873,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,1,20000,13,14,Manufacturer,1.4,Claim,0
3874,North East,Tamilnadu,Rural,Chennai,Personal,Entertainment,TV,0,0,0,1,1,1,50000,15,60,Manufacturer,2.4,Claim,1
3875,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,2,2,2,0,0,0,15000,15,303,Internet,7,Complaint,0
3876,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,0,0,0,0,0,12000,14,12,Internet,2.5,Claim,0
3877,South East,Delhi,Urban,New Delhi,Business,Entertainment,TV,0,0,0,1,1,1,25000,12,3,Dealer,1.5,Complaint,0
3878,North,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,0,10000,15,7,Dealer,2.5,Claim,0
3879,West,Gujarat,Urban,Vadodara,Business,Household,AC,0,0,0,0,0,0,20000,12,4,Manufacturer,2.6,Claim,0
3880,North West,Tamilnadu,Rural,Chennai,Personal,Entertainment,TV,0,0,0,0,0,0,10000,14,4,Dealer,1,Complaint,0
3881,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,1,2,0,0,0,0,7000,15,345,Internet,1,Complaint,0
3882,East,Bihar,Rural,Patna,Personal,Entertainment,TV,0,0,0,0,1,0,NA,13,176,Internet,30,Complaint,0
3883,East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,2,1,0,0,0,13000,13,7,Manufacturer,1.6,Claim,0
3884,South West,Maharshtra,Urban,Mumbai,Business,Household,AC,0,0,0,0,0,0,12000,13,9,Internet,2.6,Complaint,0
3885,South,Karnataka,Urban,Bangalore,Business,Household,AC,0,1,0,0,0,0,2000,15,187,Manufacturer,10,Complaint,0
3886,South East,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,50000,12,19,Manufacturer,1.3,Claim,0
3887,South East,Andhra Pradesh,Urban,Vizag,Business,Entertainment,TV,0,0,0,0,1,1,5618,14,289,Dealer,30,Claim,1
3888,North,Bihar,Rural,Purnea,Personal,Household,AC,1,1,0,0,0,0,12000,15,21,Internet,1,Complaint,0
3889,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,1,1,1,0,0,0,6000,15,280,Dealer,21,Complaint,0
3890,East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,1,2,1,373,14,72,Dealer,30,Claim,0
3891,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,2,1,0,7000,15,330,Dealer,8,Claim,0
3892,South East,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,1,0,2,15000,12,15,Dealer,1.3,Complaint,0
3893,East,Bihar,Rural,Patna,Personal,Household,AC,0,0,0,0,0,0,25000,13,4,Dealer,0.5,Complaint,0
3894,South East,Andhra Pradesh,Rural,Vizag,Personal,Entertainment,TV,0,0,0,1,1,0,NA,13,522,Internet,30,Claim,0
3895,North,Andhra Pradesh,Rural,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,0,20000,15,4,Manufacturer,2.6,Claim,0
3896,North East,Gujarat,Rural,Ahmedabad,Personal,Entertainment,TV,0,0,0,1,1,1,15000,15,12,Manufacturer,1.6,Complaint,1
3897,East,Tamilnadu,Rural,Chennai,Personal,Household,AC,0,0,0,0,0,0,50000,13,4,Manufacturer,1.3,Complaint,0
3898,South,Andhra Pradesh,Urban,Vijayawada,Business,Household,AC,1,0,0,0,0,0,2000,15,224,Manufacturer,23,Complaint,0
3899,North,Delhi,Urban,Delhi,Business,Household,AC,1,2,0,0,0,0,7235,13,125,Dealer,30,Complaint,0
3900,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,1,2,0,0,0,0,7000,15,333,Internet,24,Complaint,0
3901,South East,Odisha,Urban,Bhubaneswar,Personal,Household,AC,0,1,0,0,0,0,2000,12,350,Internet,18,Complaint,0
3902,North East,Assam,Rural,Guwhati,Personal,Household,AC,0,1,2,0,0,0,4474,12,202,Manufacturer,30,Claim,0
3903,East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,0,2,1,501,10,409,Internet,30,Claim,0
3904,East,West Bengal,Urban,Kolkata,Business,Entertainment,TV,0,0,0,1,2,1,5283,11,883,Dealer,12,Claim,0
3905,North East,Uttar Pradesh,Urban,Lucknow,Business,Household,AC,1,0,0,0,0,0,2000,10,148,Manufacturer,24,Claim,1
3906,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,1,1,1,NA,10,574,Manufacturer,30,Claim,0
3907,South West,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,21000,13,4,Internet,2.5,Complaint,0
3908,West,Gujarat,Rural,Ahmedabad,Personal,Household,AC,0,1,0,0,0,0,7153,14,444,Dealer,30,Other,0
3909,North,Bihar,Urban,Purnea,Personal,Household,AC,0,1,1,0,0,0,12000,15,10,Internet,1.4,Complaint,0
3910,East,Delhi,Urban,New Delhi,Personal,Entertainment,TV,0,0,0,0,1,1,25000,13,60,Dealer,1.3,Claim,0
3911,North East,Gujarat,Rural,Ahmedabad,Personal,Entertainment,TV,0,0,0,1,1,1,15000,15,12,Manufacturer,1.6,Complaint,1
3912,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,1,0,1,4000,15,26,Manufacturer,23,Complaint,0
3913,North East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,0,1,1,4000,10,275,Dealer,11,Claim,0
3914,North West,MP,Rural,Bhopal,Business,Entertainment,TV,0,0,0,0,1,0,3580,11,219,Dealer,30,Other,0
3915,South West,Andhra Pradesh,Urban,Hyderabad,Business,Household,AC,1,0,0,0,0,0,10000,13,6,Dealer,1.4,Complaint,0
3916,South,Andhra Pradesh,Rural,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,25000,10,4,Dealer,0.5,Complaint,0
3917,South,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,2,0,5918,11,705,Dealer,9,Claim,0
3918,East,Bihar,Rural,Patna,Personal,Household,AC,0,0,0,0,0,0,25000,13,4,Dealer,0.5,Complaint,0
3919,East,Tamilnadu,Rural,Chennai,Personal,Entertainment,TV,0,0,0,0,0,0,15000,13,3,Manufacturer,0.5,Complaint,0
3920,North,Delhi,Rural,Delhi,Personal,Entertainment,TV,0,0,0,1,2,0,4891,14,337,Dealer,30,Complaint,0
3921,North East,West Bengal,Urban,Kolkata,Business,Entertainment,TV,0,0,0,2,1,1,9000,10,160,Manufacturer,19,Claim,0
3922,South East,Delhi,Urban,New Delhi,Business,Entertainment,TV,0,0,0,1,1,1,25000,12,3,Dealer,1.5,Complaint,0
3923,North East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,1,0,0,2000,10,299,Dealer,9,Complaint,0
3924,North East,West Bengal,Urban,Kolkata,Personal,Household,AC,2,0,0,0,0,0,5000,10,55,Dealer,21,Claim,0
3925,North,Haryana,Urban,Chandigarh,Personal,Household,AC,0,1,2,0,0,0,18000,14,10,Dealer,1.4,Claim,0
3926,South,Tamilnadu,Urban,Chennai,Personal,Household,AC,1,1,0,0,0,0,4000,15,68,Dealer,10,Complaint,0
3927,South West,Delhi,Rural,New Delhi,Business,Household,AC,0,0,0,0,0,0,12000,13,15,Internet,1,Claim,0
3928,South East,Maharshtra,Rural,Pune,Business,Entertainment,TV,0,0,0,0,0,0,50000,12,10,Manufacturer,1.6,Claim,0
3929,West,Maharshtra,Urban,Mumbai,Business,Household,AC,2,0,0,0,0,0,5000,14,49,Internet,22,Complaint,1
3930,North East,Gujarat,Rural,Vadodara,Personal,Household,AC,1,1,0,0,0,0,15000,15,16,Manufacturer,1.5,Complaint,0
3931,West,Bihar,Urban,Patna,Business,Household,AC,0,0,0,0,0,0,12000,12,19,Internet,1.4,Complaint,0
3932,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,1,1,0,0,0,10000,14,15,Dealer,2.6,Claim,0
3933,North,J&K,Urban,Srinagar,Business,Entertainment,TV,0,0,0,1,1,1,5284,15,210,Dealer,30,Claim,0
3934,East,West Bengal,Rural,Kolkata,Personal,Entertainment,TV,0,0,0,2,1,0,2250,14,487,Internet,30,Other,0
3935,South,Tamilnadu,Rural,Chennai,Personal,Entertainment,TV,0,0,0,0,1,1,5033,11,284,Dealer,30,Claim,0
3936,North East,Delhi,Urban,New Delhi,Personal,Household,AC,1,1,0,0,0,0,25000,15,21,Dealer,2.4,Complaint,0
3937,East,Delhi,Urban,New Delhi,Personal,Entertainment,TV,0,0,0,1,1,1,25000,13,60,Dealer,1.3,Complaint,0
3938,West,Bihar,Rural,Purnea,Business,Household,AC,0,0,0,0,0,0,12000,12,6,Internet,6.5,Complaint,0
3939,West,Gujarat,Rural,Ahmedabad,Business,Entertainment,TV,0,0,0,1,1,1,NA,11,408,Dealer,30,Claim,0
3940,North East,Delhi,Urban,New Delhi,Personal,Household,AC,1,1,0,0,0,0,25000,15,21,Dealer,2.4,Complaint,0
3941,South East,Kerala,Rural,Kochi,Business,Household,AC,0,0,0,0,0,0,25000,12,16,Dealer,1.6,Complaint,0
3942,South,Kerala,Urban,Kochi,Business,Household,AC,0,2,1,0,0,0,2742,10,214,Manufacturer,30,Complaint,0
3943,East,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,0,25000,13,5,Dealer,2.4,Claim,0
3944,North West,Delhi,Urban,New Delhi,Personal,Household,AC,1,0,0,0,0,0,12000,14,16,Internet,6.5,Complaint,0
3945,East,Maharshtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,0,0,15000,13,18,Dealer,1.5,Complaint,0
3946,South West,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,2,1,21000,13,4,Internet,2.5,Complaint,0
3947,East,Delhi,Urban,New Delhi,Personal,Entertainment,TV,0,0,0,0,1,1,25000,13,60,Dealer,1.3,Claim,0
3948,North East,Delhi,Urban,New Delhi,Personal,Household,AC,2,1,0,0,0,0,25000,15,21,Dealer,2.4,Complaint,0
3949,West,Gujarat,Rural,Ahmedabad,Business,Entertainment,TV,0,0,0,1,1,1,NA,11,408,Dealer,30,Claim,0
3950,West,Maharshtra,Rural,Mumbai,Personal,Entertainment,TV,0,0,0,2,1,1,4504,12,123,Dealer,30,Claim,0
3951,South,Tamilnadu,Urban,Chennai,Business,Household,AC,0,0,0,0,0,0,50000,10,3,Manufacturer,1.6,Claim,0
3952,North,Delhi,Rural,Delhi,Business,Household,AC,0,1,0,0,0,0,5316,12,872,Manufacturer,30,Claim,0
3953,South East,Telengana,Rural,Hyderabad,Personal,Entertainment,TV,0,0,0,0,1,0,7528,10,968,Internet,30,Complaint,0
3954,East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,2,1,0,0,0,13000,13,7,Manufacturer,1.6,Claim,0
3955,North East,Uttar Pradesh,Urban,Lucknow,Personal,Entertainment,TV,0,0,0,2,0,0,5000,10,345,Dealer,2,Complaint,0
3956,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,1,1,1,15000,10,60,Manufacturer,0.5,Complaint,1
3957,North East,Delhi,Urban,New Delhi,Personal,Household,AC,1,1,0,0,0,0,25000,15,21,Dealer,2.4,Complaint,0
3958,South,Tamilnadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,1,0,0,2000,15,39,Dealer,11,Claim,0
3959,South East,Odisha,Urban,Bhubaneswar,Business,Household,AC,1,1,0,0,0,0,4000,12,233,Dealer,6,Complaint,0
3960,North East,Maharshtra,Urban,Pune,Personal,Entertainment,TV,0,0,0,0,0,0,25000,15,18,Dealer,1.6,Complaint,0
3961,South East,Odisha,Urban,Bhubaneswar,Personal,Household,AC,2,2,2,0,0,0,15000,12,22,Dealer,23,Claim,0
3962,West,Maharshtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,1,2,0,7000,14,43,Dealer,17,Claim,0
3963,North East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,0,0,0,0,0,50000,15,15,Manufacturer,0.5,Claim,0
3964,North West,Kerala,Rural,Kochi,Personal,Household,AC,0,1,1,0,0,0,20000,14,6,Manufacturer,1,Claim,0
3965,North East,Jharkhand,Rural,Ranchi,Personal,Entertainment,TV,0,0,0,0,1,2,25000,15,6,Dealer,1.3,Claim,0
3966,North East,Assam,Rural,Guwhati,Personal,Household,AC,0,1,2,0,0,0,4474,12,202,Manufacturer,30,Claim,0
3967,South,Andhra Pradesh,Urban,Vijayawada,Business,Household,AC,2,0,0,0,0,0,5000,15,315,Dealer,3,Claim,0
3968,East,Gujarat,Rural,Vadodara,Personal,Entertainment,TV,0,0,0,2,2,2,15000,13,10,Manufacturer,2.4,Complaint,0
3969,North East,Assam,Urban,Guwhati,Personal,Entertainment,TV,0,0,0,1,2,0,3501,14,43,Dealer,30,Other,1
3970,North West,Delhi,Urban,New Delhi,Personal,Household,AC,2,0,0,0,0,0,12000,14,16,Internet,6.5,Complaint,0
3971,South East,Maharshtra,Urban,Mumbai,Business,Household,AC,0,0,0,0,0,0,50000,12,6,Manufacturer,2.4,Claim,0
3972,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,1,1,1,6000,15,301,Manufacturer,3,Complaint,0
3973,South West,Goa,Rural,Panaji,Personal,Household,AC,1,0,0,0,0,0,6449,11,826,Manufacturer,30,Claim,0
3974,South East,Odisha,Urban,Bhubaneswar,Personal,Household,AC,1,2,0,0,0,0,7000,12,247,Internet,18,Complaint,0
3975,South,Tamilnadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,1,1,1,6000,15,343,Internet,7,Complaint,0
3976,East,Delhi,Urban,New Delhi,Personal,Entertainment,TV,0,0,0,0,1,1,25000,13,60,Dealer,1.3,Claim,0
3977,North East,West Bengal,Urban,Kolkata,Personal,Household,AC,1,1,0,0,0,0,4000,10,335,Dealer,14,Claim,0
3978,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,1,10000,13,5,Dealer,2.6,Claim,0
3979,West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,10000,12,16,Dealer,2.6,Other,0
3980,South,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,1,0,50000,10,14,Manufacturer,1.5,Claim,0
3981,North,Andhra Pradesh,Rural,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,0,20000,15,4,Manufacturer,2.6,Claim,1
3982,North East,Uttar Pradesh,Urban,Lucknow,Business,Household,AC,1,0,0,0,0,0,2000,10,148,Manufacturer,24,Claim,1
3983,West,Gujarat,Rural,Ahmedabad,Business,Entertainment,TV,0,0,0,1,1,1,NA,11,408,Dealer,30,Claim,0
3984,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,1,2,0,15000,10,60,Manufacturer,0.5,Complaint,0
3985,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000,10,271,Dealer,2,Complaint,0
3986,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,1,1,1,15000,10,60,Manufacturer,0.5,Complaint,1
3987,South,Delhi,Rural,New Delhi,Business,Entertainment,TV,0,0,0,0,0,0,15000,10,5,Manufacturer,1.3,Complaint,0
3988,East,Delhi,Urban,New Delhi,Personal,Entertainment,TV,0,0,0,0,1,1,25000,13,60,Dealer,1.3,Claim,0
3989,East,Delhi,Urban,New Delhi,Personal,Entertainment,TV,0,0,0,1,1,1,25000,13,60,Dealer,1.3,Complaint,0
3990,East,West Bengal,Urban,Kolkata,Personal,Household,AC,0,1,0,0,0,0,4388,13,309,Manufacturer,30,Complaint,0
3991,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,1,0,1,4000,15,26,Manufacturer,23,Complaint,0
3992,North East,Tamilnadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,1,0,2,25000,15,10,Dealer,1.5,Complaint,0
3993,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,2,2,2,0,0,0,15000,15,303,Internet,7,Complaint,0
3994,South East,Kerala,Rural,Kochi,Business,Entertainment,TV,0,0,0,0,0,2,15000,12,15,Manufacturer,1.3,Complaint,0
3995,West,Maharshtra,Rural,Mumbai,Personal,Household,AC,1,0,1,0,0,0,3129,14,94,Dealer,19,Other,0
3996,West,Gujarat,Rural,Ahmedabad,Business,Entertainment,TV,0,0,0,1,1,1,NA,11,408,Dealer,30,Claim,0
3997,North West,MP,Rural,Bhopal,Business,Entertainment,TV,0,0,0,0,1,0,3580,11,219,Dealer,30,Other,0
3998,North East,Uttar Pradesh,Urban,Lucknow,Business,Household,AC,1,0,0,0,0,0,2000,10,148,Manufacturer,24,Claim,1
3999,East,West Bengal,Urban,Kolkata,Personal,Household,AC,0,1,0,0,0,0,4388,13,309,Manufacturer,30,Complaint,0
4000,South East,Tamilnadu,Rural,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,50000,12,19,Manufacturer,1.3,Claim,0
4001,North East,Delhi,Urban,New Delhi,Personal,Household,AC,2,1,0,0,0,0,25000,15,21,Dealer,2.4,Complaint,0
4002,South East,Tamilnadu,Urban,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,15000,12,4,Manufacturer,1.6,Complaint,0
4003,South,Tamilnadu,Rural,Chennai,Personal,Entertainment,TV,0,0,0,0,1,1,5033,11,284,Dealer,30,Claim,0
4004,West,Maharshtra,Rural,Mumbai,Business,Entertainment,TV,0,0,0,0,2,0,20000,12,18,Manufacturer,2.5,Claim,1
4005,South East,Maharshtra,Rural,Pune,Business,Entertainment,TV,0,0,0,0,0,0,50000,12,10,Manufacturer,1.6,Claim,0
4006,North West,Rajasthan,Urban,Jaipur,Personal,Household,AC,2,0,0,0,0,0,5000,11,118,Internet,23,Complaint,0
4007,South East,Andhra Pradesh,Rural,Vizag,Personal,Entertainment,TV,0,0,0,1,1,0,NA,13,522,Internet,30,Claim,0
4008,South,Kerala,Urban,Kochi,Business,Household,AC,0,2,1,0,0,0,2742,10,214,Manufacturer,30,Complaint,0
4009,South West,Goa,Urban,Panaji,Personal,Household,AC,0,2,0,0,0,0,4832,14,481,Internet,30,Complaint,0
4010,South,Delhi,Rural,New Delhi,Business,Entertainment,TV,0,0,0,0,0,0,15000,10,5,Manufacturer,1.3,Complaint,0
4011,North,Bihar,Urban,Purnea,Personal,Household,AC,0,1,1,0,0,0,12000,15,10,Internet,1.4,Complaint,0
4012,East,Kerala,Urban,Kochi,Personal,Household,AC,0,0,0,0,0,0,15000,13,14,Manufacturer,1.6,Claim,1
4013,South,Tamilnadu,Urban,Chennai,Business,Household,AC,2,0,0,0,0,0,5000,15,152,Dealer,18,Claim,0
4014,South,Karnataka,Rural,Bangalore,Business,Household,AC,0,1,0,0,0,0,4431,11,27,Internet,30,Complaint,0
4015,South,Kerala,Urban,Kochi,Business,Household,AC,0,2,1,0,0,0,2742,10,214,Manufacturer,30,Complaint,0
4016,South East,Odisha,Urban,Bhubaneswar,Personal,Household,AC,0,1,0,0,0,0,2000,12,61,Dealer,24,Claim,0
